subject,exercise_id,trial,imu_len,emg_len,len_ratio_emg_imu,imu_accmag_mean,imu_accmag_std,imu_accmag_max,imu_accmag_p95,imu_gyromag_mean,imu_gyromag_std,imu_gyromag_max,imu_gyromag_p95,emg_ch0_env_mean,emg_ch0_env_std,emg_ch0_env_max,emg_ch0_env_p95,emg_global_env_mean,emg_global_env_std,emg_global_env_max,emg_global_env_p95,exercise_type,is_correct
1,0,1,448,3808,8.5,0.9992218592570072,0.09890215517894209,1.4426234063366195,1.1313572799298743,60.44323600062121,58.447196055456665,166.83040704595956,159.9050007293724,0.011199584425647984,0.01028946800808399,0.037874382070580054,0.03372787376079743,0.012836519280962952,0.0099303424512207,0.041419737932612,0.03381889348147898,squat,1
1,0,2,496,4216,8.5,1.0022057232090844,0.1037019061952906,1.3384058454516903,1.1461146315090591,56.85566039395138,54.70486977611673,234.50794049011304,139.11584111414598,0.009189587501942549,0.007732882696462522,0.0320423192494698,0.02403964467314095,0.012490265697847761,0.011030608055715457,0.048033415047771366,0.03651825198303351,squat,1
1,0,3,468,3978,8.5,1.0001511715585085,0.08086830797684733,1.2682626034116784,1.1059838758170466,57.72128262871796,55.11666347601705,170.564663898259,150.30646790138283,0.01082808345000967,0.00974785512324348,0.0365085801132132,0.031314121034881015,0.013111265042782443,0.01020412179445314,0.0373466625873056,0.030870790708510783,squat,1
1,0,4,476,4046,8.5,1.00311049276989,0.09418500090815655,1.2309136706488848,1.1183358480807017,59.007138110350134,57.124419836214344,216.1152187932383,147.67712500240705,0.010438447294479335,0.010126610390767638,0.043413298212882666,0.03438032129019906,0.014028464279979383,0.01185575836489325,0.04626583337150506,0.03699264885366687,squat,1
1,0,5,484,4114,8.5,1.003882868163546,0.08668011738799784,1.2338865451488064,1.1011388744594695,57.81552820880395,54.62034540995855,207.76299936816295,141.15351572305394,0.009086564495742303,0.008684706471115152,0.03542657678751362,0.027360539113071475,0.011305524299482549,0.008767658681958973,0.031054017968909046,0.028313644585325055,squat,1
1,0,6,482,4097,8.5,1.0000548336773312,0.07926159955843885,1.188301645601738,1.0997804019958015,58.11438257806509,54.72525419084487,184.33466096380934,144.67415529193352,0.009171128543006833,0.008271790162430098,0.031597668926749096,0.02697118472884526,0.012843726275312538,0.009432073111724306,0.038273487736811655,0.032868028315289066,squat,1
1,0,7,516,4386,8.5,1.0037127243662527,0.0940559067000708,1.2897119793279879,1.126029846529137,53.69443700929433,57.619799523321355,213.8701142790059,148.79935750240537,0.008281942323985417,0.009113548398311386,0.03893064415587916,0.026838393285205788,0.009231199132959058,0.0071921740484822165,0.025031932776800596,0.023631780652652996,squat,1
1,1,1,486,4131,8.5,1.0052554644015685,0.10174813290362797,1.4007511034081535,1.173291723910052,62.7626708165749,53.01111479669175,163.2677131192465,148.40303722410255,0.013671754941088817,0.012377995250328948,0.05358486134432563,0.04083862932838783,0.013824002870126419,0.012583276798129315,0.0648359927442156,0.039393776487126594,squat,0
1,1,2,462,3927,8.5,1.0039754330999262,0.10588004086510554,1.3907889553457045,1.2028383689351554,62.85088808237912,54.60299195780797,200.22926011961167,137.91399926679188,0.00943027216491034,0.008642008950088084,0.032704774738026854,0.02870023642026,0.01781485075477522,0.018145940177667755,0.0788951125836593,0.05948794837879359,squat,0
1,1,3,470,3995,8.5,1.0100484837175503,0.08693780112312621,1.2982979201383913,1.140133526927527,62.828252248250955,61.57906741700442,214.52767683781025,167.0100869327415,0.01273876437950258,0.012572744229038459,0.05450339752474058,0.04178597012736647,0.013911878235766378,0.011778051900626961,0.05962033266193573,0.04529807956128798,squat,0
1,1,4,512,4352,8.5,1.003234022887129,0.07874685820473862,1.2984281483346725,1.1245029212655528,57.241473371867414,50.87534851774329,191.45646736936573,143.72832867620912,0.012707513851448122,0.014242663997654056,0.05822778428079843,0.04596609148368426,0.011680262420106672,0.011752338333097825,0.05871836949176634,0.03635963889478905,squat,0
1,1,5,538,4573,8.5,1.006986610411333,0.09758582608682309,1.5786107774473346,1.144442839622487,55.43608631163545,58.10833817673,178.91044502126306,164.0792178335838,0.012731504206447496,0.011605428409472918,0.03814151020297983,0.03398829334289563,0.017850656721404994,0.02398014658594756,0.09265094086977996,0.08844413768361534,squat,0
1,1,6,484,4114,8.5,1.0110308605586105,0.09709346788630271,1.3125459997880966,1.143734152058732,61.685797144326656,63.83005429358267,194.96761112128664,176.99313946645648,0.014650302112342398,0.01620294082510675,0.06877105501472272,0.05030610203354701,0.026103465857750398,0.026662110004005986,0.10913779868192314,0.08375311992975447,squat,0
1,1,7,422,3587,8.5,1.007911406241007,0.13548114379141787,1.6733963697741223,1.2814313727834794,72.32728332695795,61.808786259253154,194.42300345224677,172.58132716032696,0.013243210419251718,0.013518647013937993,0.05259745030007213,0.04361620965481806,0.024163895375897054,0.024316661094796608,0.08237921636039963,0.0782693998845097,squat,0
1,1,8,524,4454,8.5,1.0051606877703922,0.11024028487223468,1.4682510598864271,1.174862958520319,56.84501336613911,56.19995816948721,205.62240901072636,143.7131944541454,0.01016117850770557,0.010025878212435812,0.04151856049277441,0.03194861190378595,0.021622764473452884,0.02652248976427065,0.1092494222702239,0.08892596780819574,squat,0
1,1,9,470,3995,8.5,1.00285214067551,0.09834794431257764,1.341846726114784,1.1596636629428367,63.11463907020482,60.18707854688819,186.33709433349952,175.18142869513827,0.013957923535351045,0.01795830120927036,0.07780735645383027,0.05944358857782382,0.025986179402140742,0.024879903093267434,0.09915815336361701,0.08231472815356781,squat,0
1,1,10,468,3978,8.5,1.005857232045758,0.11591029338081649,1.5341702284299752,1.223212406622309,63.34222278761443,60.8326897243012,189.4112761043575,170.3537629427207,0.01284145460006645,0.012857136102282906,0.04959467143412287,0.04117248083210143,0.024222745170094723,0.033094917727414346,0.14687021077475715,0.11102971294091209,squat,0
1,3,1,502,4267,8.5,0.9529707252592233,0.010982657698490625,0.9827593400129749,0.9697358587730233,6.1226923710305705,5.049242850361483,23.63611572510234,19.26987100103966,0.0016849015039258242,0.00012271748551992643,0.0020300709724191445,0.0018963277544793047,0.0072382836438114,0.0053916155590659435,0.017264139616741996,0.01670656021525966,sle,1
1,3,2,486,4131,8.5,0.9527138990565589,0.006533452946044181,0.981243942251155,0.9629127448012886,4.288382058623719,1.9780781934301876,10.386873251973386,8.446839879579617,0.0016115981450157825,0.00020876488135262061,0.0023330951667670905,0.0020303695640711134,0.010150437891444288,0.007886807460753669,0.033390183402591124,0.02301665598937619,sle,1
1,3,3,500,4250,8.5,0.952625691150398,0.0074245130372531725,0.9848216023890872,0.9644844083204133,4.709118311900049,2.727735138602523,15.460623967635534,10.45718050402606,0.0015867042995694853,0.00014254847347392366,0.0019587716735655087,0.0018079689454998918,0.006321847074644248,0.003951139817694893,0.013608807290022954,0.013278071924986189,sle,1
1,3,4,456,3876,8.5,0.9529745463423539,0.007533534386731613,0.9769077491823187,0.9670223876791136,4.4424934667772895,2.564636422421933,13.476276849164165,9.411734980336941,0.001627712934265167,0.000308866236803235,0.002932781518429079,0.00234194829020248,0.007070412139793995,0.004805637325296629,0.019034065083746134,0.01644390363212112,sle,1
1,3,5,502,4267,8.5,0.952818129608939,0.008536440547686071,0.9832170900725425,0.9663684078332482,4.46575252389451,2.6322113908125884,14.027273629439621,10.391733846272048,0.0015051645331404186,0.00014705160232141032,0.0019075090182270004,0.001767597867181554,0.008179234272710837,0.005795972554934766,0.023012411333266567,0.019997296302462195,sle,1
1,3,6,484,4114,8.5,0.9526463091027921,0.008055449033720833,0.9823946693096532,0.9661515911307746,4.949194016920117,2.9335544857245606,14.525660376433295,11.209264823324974,0.0016520979440473125,0.000275816750125142,0.002473334645728474,0.002284395510376438,0.010093054745237959,0.006701766883208292,0.029426359372993052,0.023746799303624937,sle,1
1,3,7,464,3944,8.5,0.9526857944709051,0.007190547829455225,0.9755082868005815,0.9649345982546654,4.656245046313549,2.4295634109124267,12.224644596343184,9.029912058064598,0.0015581952444476156,0.000134222683977258,0.0018792317661883442,0.0017781858397963918,0.009146418699276303,0.007211472534537824,0.031515122766515954,0.024583391681617592,sle,1
1,3,8,496,4216,8.5,0.9531538936948727,0.007906692843765743,0.9821109981370209,0.9673634375305626,5.041532235636761,2.319604565841889,11.898532354627779,9.507395828106503,0.0015672898699520866,0.00014336174770290843,0.001930185565482504,0.0018437445529525176,0.008928006827974126,0.0074431850129857025,0.02980432661474582,0.024701301584972767,sle,1
